 1000
 3000.0   495.0   0.0  10
 3000.0   540.0   0.0  10
 3000.0   585.0   0.0  10
 3000.0   630.0   0.0  10
 3000.0   675.0   0.0  10
 3000.0   720.0   0.0  10
 3000.0   765.0   0.0  10
 3000.0   810.0   0.0  10
 3000.0   855.0   0.0  10
 3000.0   900.0   0.0  10
 3000.0   945.0   0.0  10
 3000.0   990.0   0.0  10
 3000.0  1035.0   0.0  10
 3000.0  1080.0   0.0  10
 3000.0  1125.0   0.0  10
 3000.0  1170.0   0.0  10
 3000.0  1215.0   0.0  10
 3000.0  1260.0   0.0  10
 3000.0  1305.0   0.0  10
 3000.0  1350.0   0.0  10
 3000.0  1395.0   0.0  10
 3000.0  1440.0   0.0  10
 3000.0  1485.0   0.0  10
 3000.0  1530.0   0.0  10
 3000.0  1575.0   0.0  10
 3000.0  1620.0   0.0  10
 3000.0  1665.0   0.0  10
 3000.0  1710.0   0.0  10
 3000.0  1755.0   0.0  10
 3000.0  1800.0   0.0  10
 3000.0  1845.0   0.0  10
 3000.0  1890.0   0.0  10
 3000.0  1935.0   0.0  10
 3000.0  1980.0   0.0  10
 3000.0  2025.0   0.0  10
 3000.0  2070.0   0.0  10
 3000.0  2115.0   0.0  10
 3000.0  2160.0   0.0  10
 3000.0  2205.0   0.0  10
 3000.0  2250.0   0.0  10
 3000.0  2295.0   0.0  10
 3000.0  2340.0   0.0  10
 3000.0  2385.0   0.0  10
 3000.0  2430.0   0.0  10
 3000.0  2475.0   0.0  10
 3000.0  2520.0   0.0  10
 3000.0  2565.0   0.0  10
 3000.0  2610.0   0.0  10
 3000.0  2655.0   0.0  10
 3000.0  2700.0   0.0  10
 3000.0  2745.0   0.0  10
 3000.0  2790.0   0.0  10
 3000.0  2835.0   0.0  10
 3000.0  2880.0   0.0  10
 3000.0  2925.0   0.0  10
 3000.0  2970.0   0.0  10
 3000.0  3015.0   0.0  10
 3000.0  3060.0   0.0  10
 3000.0  3105.0   0.0  10
 3000.0  3150.0   0.0  10
 3000.0  3195.0   0.0  10
 3000.0  3240.0   0.0  10
 3000.0  3285.0   0.0  10
 3000.0  3330.0   0.0  10
 3000.0  3375.0   0.0  10
 3000.0  3420.0   0.0  10
 3000.0  3465.0   0.0  10
 3000.0  3510.0   0.0  10
 3000.0  3555.0   0.0  10
 3000.0  3600.0   0.0  10
 3000.0  3645.0   0.0  10
 3000.0  3690.0   0.0  10
 3000.0  3735.0   0.0  10
