 43733 80378
1 -37252.896536 689590.020740 235.305000
2 -17247.668069 687603.068055 172.144000
3 2762.501359 685709.680248 139.350000
4 22777.366639 683909.805244 144.975000
5 39629.266018 682467.132681 136.135000
6 56484.175156 681090.661866 124.444000
7 72704.996797 679828.667531 47.907800
8 87024.839891 678765.624469 29.240600
9 99445.025490 677882.340790 28.707800
10 109961.590912 677162.551161 19.333800
11 118577.248758 676592.067398 22.368200
12 125289.389734 676159.603469 20.290700
13 130098.781885 675856.183336 12.703700
14 133003.085973 675676.562839 10.378900
15 134005.622869 675619.681574 5.000000
16 134998.639800 675764.106687 5.000000
17 135786.770949 676385.413548 5.000000
18 136516.385323 677072.567149 5.000000
19 137197.399243 677808.895345 5.000000
20 138027.301818 678373.877145 5.000000
21 139022.342919 678241.376998 5.000000
22 139780.949659 678898.186837 5.000000
23 140781.723932 678972.218480 5.000000
24 141743.000795 679263.338771 5.000000
25 142477.718613 678579.923128 5.000000
26 142421.224924 677578.995550 5.000000
27 142333.155770 676579.954448 5.000000
28 142104.361476 675604.354138 5.000000
29 142955.940319 675071.463810 17.100000
30 143957.570974 675018.960962 5.000000
31 144916.435635 675315.992558 5.000000
32 145383.168100 676204.478866 5.000000
33 145879.398477 677077.232278 5.000000
34 146439.571626 677907.181247 5.000000
35 147013.288115 678729.375926 5.000000
36 147605.691197 679538.509162 5.000000
37 148425.646995 680115.940454 5.000000
38 149425.039916 680216.062113 5.000000
39 150425.282090 680313.354660 5.000000
40 151406.773175 680522.189773 5.000000
41 152409.548070 680571.683339 5.000000
42 153403.452939 680715.108806 5.000000
43 154384.023617 680932.667996 5.000000
44 153599.060341 681558.697691 5.000000
45 152637.920853 681849.278003 5.000000
46 151792.837709 682390.938240 5.000000
47 150924.989266 682894.012993 5.000000
48 149941.187219 682693.480449 5.000000
49 150340.369179 683612.342621 5.000000
50 150383.196977 684614.018792 5.000000
51 150949.130639 685441.070366 5.000000
52 151536.874907 686252.889527 5.000000
53 152179.746290 687022.511027 5.000000
54 152874.297983 687747.150176 5.000000
55 152966.471844 688743.968233 5.000000
56 153715.041674 689410.490132 5.000000
57 154464.470298 690077.074555 5.000000
58 155276.812363 690667.033478 5.000000
59 156158.831609 691145.949344 5.000000
60 156719.781160 691975.894404 5.000000
61 157437.573888 692676.782952 5.000000
62 158278.176519 693224.556165 5.000000
63 159140.573346 693738.186354 5.000000
64 160001.730935 694253.044252 5.000000
65 160868.626918 694757.718287 5.000000
66 161804.526122 695118.441683 5.000000
67 162240.689011 696021.045776 5.000000
68 163082.126817 696568.609557 5.000000
69 163586.526142 697434.483176 5.000000
70 164500.672852 697850.032027 5.000000
71 165350.448012 698383.504816 5.000000
72 166217.871510 698886.109014 5.000000
73 166922.713204 699599.098341 5.000000
74 167627.545200 700314.190227 5.000000
75 168569.147180 700660.910105 5.000000
76 169245.488145 701401.819248 5.000000
77 170085.573220 700852.674638 5.000000
78 170608.128377 699996.129261 5.000000
79 170758.720915 699005.284558 5.000000
80 170568.937099 698021.650757 5.000000
81 170754.214577 697036.972704 5.000000
