2
 0.0
 1 36 0 0
 2 36 0 0
 3 36 0 0
 4 36 0 0
 5 36 1 0
 6 36 1 0
 7 36 1 0
 8 36 1 0
 9 36 1 0
 10 36 1 0
 11 36 2 0
 12 36 2 0
 13 37 2 0
 14 37 2 0
 15 37 2 0
 16 37 2 0
 17 37 2 0
 18 37 2 0
 19 37 2 0
 20 37 2 0
 21 37 2 0
 22 38 2 0
 23 38 3 0
 24 38 3 0
 25 38 3 0
 26 38 3 0
 27 38 3 0
 28 38 3 0
 29 38 3 0
 30 38 3 0
 31 39 3 0
 32 39 3 0
 33 39 3 0
 34 39 3 0
 35 39 3 0
 36 39 3 0
 37 39 3 0
 38 39 3 0
 39 39 3 0
 40 39 2 0
 41 39 2 0
 42 40 2 0
 43 40 2 0
 44 40 2 0
 45 40 2 0
 46 40 2 0
 47 40 2 0
 48 40 2 0
 49 40 2 0
 50 40 2 0
 51 40 2 0
 52 38 3 0
 53 40 2 0
 54 36 2 0
 55 39 3 0
 56 36 1 0
 57 36 2 0
 58 36 2 0
 59 38 3 0
 60 39 3 0
 61 38 3 0
 62 37 2 0
 63 36 1 0
 64 36 1 0
 65 37 2 0
 66 37 2 0
 67 37 2 0
 68 37 2 0
 69 40 2 0
 70 39 3 0
 71 36 0 0
 72 39 3 0
 73 39 3 0
 74 39 3 0
 75 38 3 0
 76 39 3 0
 77 38 3 0
 78 36 1 0
 79 36 1 0
 80 36 0 0
 81 38 3 0
 82 39 3 0
 83 37 2 0
 84 37 3 0
 85 39 3 0
 86 37 3 0
 87 39 3 0
 88 36 1 0
 89 40 2 0
 90 38 3 0
 91 40 2 0
 92 39 3 0
 93 40 2 0
 94 40 2 0
 95 40 2 0
 96 40 2 0
 97 40 2 0
 98 37 2 0
 99 38 3 0
 100 36 0 0
 101 40 2 0
 102 40 2 0
 103 36 0 0
 104 40 3 0
 105 36 2 0
 106 39 3 0
 107 38 3 0
 108 36 2 0
 109 37 2 0
 110 37 3 0
 111 39 3 0
 112 39 3 0
 113 38 3 0
 114 39 3 0
 115 37 3 0
 116 36 1 0
 117 36 1 0
 118 37 2 0
 119 36 2 0
 120 40 3 0
 121 36 2 0
 122 36 1 0
 123 39 3 0
 124 40 2 0
 125 39 3 0
 126 40 2 0
 127 37 2 0
 128 38 3 0
 129 39 3 0
 130 36 2 0
 131 39 3 0
 132 40 2 0
 133 38 3 0
 134 36 1 0
 135 39 3 0
 136 37 2 0
 137 37 3 0
 138 36 1 0
 139 40 2 0
 140 40 2 0
 141 38 3 0
 142 36 1 0
 143 38 3 0
 144 37 3 0
 145 38 3 0
 146 40 2 0
 147 39 3 0
 148 38 3 0
 149 40 2 0
 150 36 0 0
 151 40 2 0
 152 36 0 0
 153 40 2 0
 154 40 2 0
 155 40 3 0
 156 37 3 0
 157 38 3 0
 158 37 2 0
 159 36 2 0
 160 36 1 0
 161 36 2 0
 162 40 3 0
 163 39 3 0
 164 39 3 0
 165 39 3 0
 166 37 3 0
 167 39 3 0
 168 36 2 0
 169 39 3 0
 170 36 1 0
 171 39 3 0
 172 37 2 0
 173 40 3 0
 174 40 3 0
 175 40 2 0
 176 37 3 0
 177 36 1 0
 178 36 1 0
 179 37 3 0
 180 37 3 0
 181 39 3 0
 182 38 3 0
 183 39 3 0
 184 40 2 0
 185 38 3 0
 186 36 2 0
 187 36 2 0
 188 39 3 0
 189 37 2 0
 190 38 3 0
 191 39 3 0
 192 38 3 0
 193 36 1 0
 194 38 3 0
 195 40 2 0
 196 38 3 0
 197 40 2 0
 198 36 1 0
 199 35 0 0
 200 35 1 0
 201 40 2 0
 202 35 0 0
 203 40 2 0
 204 35 0 0
 205 39 3 0
 206 37 3 0
 207 38 3 0
 208 36 1 0
 209 36 2 0
 210 37 3 0
 211 40 3 0
 212 39 3 0
 213 39 3 0
 214 36 1 0
 215 37 3 0
 216 39 3 0
 217 38 3 0
 218 36 2 0
 219 37 3 0
 220 38 3 0
 221 37 3 0
 222 39 3 0
 223 37 3 0
 224 39 3 0
 225 40 3 0
 226 36 2 0
 227 39 3 0
 228 39 3 0
 229 38 3 0
 230 36 2 0
 231 36 2 0
 232 36 2 0
 233 38 3 0
 234 39 3 0
 235 40 3 0
 236 36 1 0
 237 39 3 0
 238 40 3 0
 239 37 2 0
 240 36 1 0
 241 40 3 0
 242 38 3 0
 243 38 3 0
 244 38 3 0
 245 40 2 0
 246 40 2 0
 247 40 2 0
 248 35 1 0
 249 40 2 0
 250 35 0 0
 251 40 2 0
 252 35 1 0
 253 40 2 0
 254 35 0 0
 255 40 2 0
 256 39 3 0
 257 39 3 0
 258 35 1 0
 259 40 3 0
 260 38 3 0
 261 39 3 0
 262 36 3 0
 263 36 2 0
 264 37 3 0
 265 37 3 0
 266 37 3 0
 267 39 3 0
 268 39 3 0
 269 35 1 0
 270 39 3 0
 271 37 3 0
 272 36 2 0
 273 38 3 0
 274 37 3 0
 275 39 3 0
 276 36 2 0
 277 39 3 0
 278 39 3 0
 279 38 3 0
 280 40 3 0
 281 36 2 0
 282 39 3 0
 283 38 3 0
 284 36 2 0
 285 37 3 0
 286 36 2 0
 287 36 2 0
 288 40 3 0
 289 40 3 0
 290 35 1 0
 291 38 3 0
