 18789 35178
1 156646.721062 748085.141808 50.532101
2 157339.679392 748815.437463 30.550200
3 157343.223795 749816.118710 10.751500
4 156806.028625 750666.022571 7.990960
5 156293.242277 751530.234688 13.455600
6 155972.305671 752479.905151 7.578210
7 155645.160181 753428.070935 7.500000
8 154988.669055 754192.109278 8.847260
9 154420.165108 755021.987049 10.950200
10 154266.342253 756011.597016 18.732401
11 154212.259180 757010.916494 18.994699
12 154835.274356 757799.551329 9.232260
13 155847.688618 757819.919363 9.614210
14 156352.426487 757858.341837 9.081920
15 156857.886351 757897.283183 9.412400
16 157267.739680 758190.360867 18.472300
17 157677.339518 758483.588720 18.740700
18 157981.254883 758883.567044 9.195340
19 158285.485729 759282.943423 7.649580
20 158775.533457 759406.569343 8.026420
21 159266.376987 759528.801146 7.500000
22 159694.549507 759261.526754 8.326080
23 160122.555837 758994.009294 8.430020
24 160469.868598 758629.226580 7.950390
25 160816.715485 758264.103385 7.568760
26 161051.303500 757820.321717 8.402290
27 161286.687535 757377.113619 8.428420
28 161704.875144 757094.105594 13.109800
29 162122.910210 756811.052178 11.756600
30 162499.535828 756476.072542 8.513580
31 162876.328749 756141.222381 8.500000
32 163282.016744 755841.258462 8.510000
33 163687.660964 755541.340850 14.112600
34 164097.085590 755246.365349 8.500000
35 164262.745843 755719.062172 9.323740
36 163858.841629 756021.330135 9.774340
37 163378.014795 756179.164852 10.641600
38 162964.280294 756468.953825 8.500000
39 162586.643268 756802.743626 8.710700
40 162456.898000 757286.785066 8.327730
41 162419.965811 757785.821813 8.021790
42 162779.423051 758138.374839 7.605750
43 163196.595333 758421.157351 7.567300
44 163669.760487 758598.108613 7.519900
45 164148.213034 758759.981822 19.392700
46 164638.658468 758885.359471 65.708702
47 165129.492521 759005.659565 43.241402
48 165550.446783 759282.932863 11.756900
49 165958.749335 759577.784217 27.389299
50 166381.436916 759853.732576 7.588570
51 166804.625172 760126.985761 7.940000
52 167230.014474 760397.148998 7.715280
53 167655.427101 760666.948916 7.598680
54 168043.442755 760988.455986 7.882740
55 168426.219376 761315.193578 17.028999
56 168801.977051 761649.763443 8.469710
57 169176.811784 761985.214815 23.283899
58 169639.679340 762186.799419 13.274400
59 170109.292619 762372.029803 12.040000
60 170607.555400 762456.546079 9.503290
61 171107.727253 762530.194309 7.940450
62 171587.685124 762370.846557 8.269490
63 172059.304461 762189.766809 7.909750
64 172382.599570 761804.185229 13.183400
65 172688.644663 761405.541762 28.405399
66 173097.312128 761109.878144 36.197601
67 173511.984270 760823.152031 23.912800
68 173994.392204 760670.681641 8.319590
69 174479.494179 760528.243445 13.353000
70 174938.065170 760315.452412 14.932600
71 175393.819434 760098.457539 10.792200
72 175884.135827 759974.144610 21.844101
73 176375.615217 759856.040470 16.519400
74 176881.004683 759822.012069 9.068360
75 177386.264238 759793.161161 23.302700
76 177890.221959 759751.216149 25.270901
77 178394.142947 759708.532645 13.031000
78 178875.395336 759863.860853 24.931000
79 179352.208189 760029.893722 9.741590
80 179851.386176 760113.658305 7.838090
81 180350.607526 760192.970244 8.465280
82 180857.051735 760188.213944 11.650000
83 181362.662793 760179.254437 10.633100
84 181867.331661 760210.675481 8.405210
85 182371.996452 760244.260306 8.300000
86 181939.565782 760503.739752 10.708600
87 181496.250943 760745.702918 16.319799
88 180995.101775 760811.619788 13.134600
89 180492.776665 760874.252957 11.969900
90 179987.162134 760862.486118 39.215000
91 179481.523361 760852.383915 15.243400
92 178976.333962 760877.882856 12.248800
93 178471.228566 760895.423834 21.408199
94 177989.043838 760745.608417 23.787100
95 177505.142054 760598.541533 23.423401
96 177007.546740 760510.763708 37.317799
97 176508.232538 760433.053065 31.723000
98 176015.081020 760545.124694 24.505501
99 175524.739533 760667.725498 11.473800
100 175115.064920 760961.287400 9.948330
101 174705.345977 761254.896100 9.312210
102 174295.236905 761547.768727 11.878200
103 173889.980742 761847.036658 61.057400
104 173576.186597 762240.194530 22.129400
105 173261.066500 762632.049737 18.286699
106 172923.507827 763004.609989 11.754900
107 172576.151143 763368.917138 7.630000
108 172116.437412 763576.853815 27.978701
109 171648.923533 763769.037917 11.568800
110 171144.838641 763735.629651 13.806400
111 170640.651143 763702.487130 19.788200
112 170136.323803 763672.618379 35.338200
113 169631.609040 763637.820835 19.094700
114 169135.313703 763543.100388 27.194099
115 168643.939391 763424.417345 13.942300
116 168278.416642 763078.684183 35.347000
117 167914.478793 762731.587891 28.470600
118 167567.014375 762368.674721 29.180500
119 167215.111431 762008.938197 30.855301
120 166827.636797 761687.879732 24.174299
121 166438.880525 761368.527134 23.731300
122 166036.701728 761065.586946 32.408401
123 165633.045703 760764.466816 36.839100
124 165215.693407 760482.084715 34.240200
125 164769.987704 760246.022300 13.339500
126 164286.624468 760393.411517 11.792700
127 163798.189634 760524.008801 12.444100
