Flowmetry.siteDepth=-27.7
Flowmetry.siteXCoordinate=181644.0
Flowmetry.siteYCoordinate=640861.0
Flowmetry.deltaT=1200.0
Flowmetry.numberOfTimeSteps=1080
Flowmetry.neapSpringNeapStartSample=1.0
Flowmetry.springNeapSpringStartSample=181.0
Flowmetry.meterDepths=-25.7,-15,-6.6
Flowmetry.lengthUnitsSiConversionFactor=1.0
Flowmetry.timeUnitsSiConversionFactor=1.0
startOfDataMarker=startOfDataMarker
endOfDataMarker=endOfDataMarker
#startOfDataMarker
0,0.091723812,0.052729331,-0.033005807,0.01883127,-0.01864448,0.075944871
1,0.038068158,0.052191717,-0.056374723,0.033348772,0.023139234,0.105184913
2,0.053212878,0.070088442,-0.076043209,0.067530144,-0.004672877,0.111802389
3,0.064470723,0.054469128,-0.025319719,0.074832559,0.033404242,0.111295088
4,0.027650145,0.06267152,-0.029513973,0.038611985,0.03468908,0.09846841
5,0.004540412,0.036418054,0.033561906,0.067295159,0.040816233,0.08953544
6,0.023688642,0.038495301,-0.008820833,0.077499632,0.018769722,0.108589767
7,0.04407345,0.016035617,0.017773272,0.060753607,0.04222644,0.074919475
8,0.007706069,0.04037111,0.021589408,0.052104294,-0.013892115,0.113251133
9,-0.026708004,-0.011553896,-0.023869747,-0.015202802,0.03832499,0.046812874
10,0.044189132,0.008504153,0.013210698,0.098921774,0.018068497,0.052159078
11,0.058931289,-0.046552263,0.04455866,0.076232643,0.046541828,0.112881656
12,0.02965897,-0.068559722,-0.006827983,0.029828487,0.039985594,0.019756323
13,0.063480507,-0.107797195,-0.006078924,-0.102119228,0.001740797,-0.019924097
14,0.005548409,-0.039512342,-0.003831586,-0.070596097,0.015162318,-0.091654319
15,-0.011166618,-0.044108464,-0.008938837,-0.130895138,0.027592068,-0.107515942
16,0.010549227,-0.120740026,-0.032649485,-0.08729405,0.028074969,-0.101280828
17,0.021851562,-0.039109452,0.030307806,-0.105742314,0.01804052,-0.103438579
18,-0.010106058,-0.115358171,-0.018622849,-0.132396675,0.036824369,-0.13019238
19,0.073476815,-0.056190815,0.012792376,-0.135497473,0.019036146,-0.125969779
20,0.00878318,-0.029103535,0.000807363,-0.157697933,0.026628132,-0.105284864
21,-0.016705536,-0.101940252,0.00692036,-0.13692523,0.022376882,-0.151658053
22,-0.019073536,-0.115130753,0.017186136,-0.103888049,0.105442197,-0.173467412
23,0.01687263,-0.100898981,-0.011578473,-0.188945571,0.020638148,-0.190183482
24,0.020013798,-0.112432593,0.014654443,-0.109927509,0.01433546,-0.164074936
25,0.046397296,-0.127521688,0.01715555,-0.196351972,-0.018766781,-0.205946711
26,0.101210025,-0.100880824,-0.009681333,-0.153595188,0.010054296,-0.137131911
27,-0.043668832,-0.042160682,-0.014020945,-0.150950234,-0.050958606,-0.112825797
28,0.044068086,-0.09453303,0.069385503,-0.162724497,0.045359808,-0.091805489
29,0.010165422,0.02822524,0.033634874,-0.085416247,-0.028417212,-0.08296838
30,-0.001040544,-0.019171783,0.050789924,-0.062067895,0.03249465,-0.072665382
31,-0.008419734,0.045019419,0.031070334,-0.055837661,0.067702396,-0.06140314
32,0.064789522,0.056705624,0.053753549,-0.059923334,0.009463166,-0.050114354
33,-0.040513215,0.032118054,0.017473204,-0.061776429,0.033954687,-0.066087588
34,0.05266096,0.014795717,0.035387798,-0.029700905,0.001639495,0.044569856
35,0.096792913,0.001171343,-0.025022354,0.017786844,-0.049986513,0.013962755
36,0.099966785,-0.03758832,-0.039799128,0.041222802,-0.050677312,0.047268383
37,0.058289042,0.033238495,-0.018701283,0.076754557,0.039967219,0.054395509
38,0.046269164,0.108441572,0.021387981,0.011950073,0.004030316,0.115029416
39,-0.003829515,0.056269839,0.017067914,0.025878298,-0.013558143,0.096552715
40,0.038100587,0.056685406,0.053016575,0.059910289,-0.059355339,0.137865709
41,-0.04040937,0.038625029,0.028884139,0.082912885,0.044508197,0.076146309
42,-0.00989123,0.07948694,0.024243824,0.041311584,0.053344575,0.057998244
43,-0.004186616,0.047917452,0.010720213,0.038121346,0.041280126,0.072352202
44,-0.005323293,0.072605114,0.02124896,0.080957839,0.060988013,0.037510295
45,-0.013972396,0.0903257,0.009443019,0.033805908,0.044572258,0.044097662
46,0.084404432,0.063127267,-0.014182542,0.017208879,0.064523689,0.055486067
47,0.040349818,0.031517173,0.007613136,0.036106096,-0.024417602,0.032060423
48,0.049675455,0.011097711,0.014124789,0.032786893,0.000756282,0.141297976
49,0.058301416,-0.046220179,0.064481603,-0.025930154,0.080278452,0.057247971
50,-0.04251847,-0.025540941,0.005301512,-0.036820293,0.03003212,0.012681946
51,-0.015409939,-0.05871136,-0.025474378,-0.021446353,0.031393738,-0.025428197
52,0.02150944,-0.039298651,0.008553155,-0.004359304,-0.016490372,-0.016602037
53,0.017603385,-0.0324304,-0.030585988,-0.046550912,0.011102407,-0.045566946
54,-0.023986262,-0.023813846,0.001014894,-0.036485888,0.052756323,-0.018481893
55,-0.029340283,-0.071515298,0.010788562,-0.042656851,0.006520541,-0.086855584
56,0.011478019,-0.119349341,0.011408103,-0.053701631,0.036808696,-0.0617635
57,-0.005359575,-0.053632872,-0.007585248,-0.06354891,-0.016759274,-0.054794313
58,0.012925999,-0.089774209,-0.039288487,-0.090761362,0.011028088,-0.114670926
59,0.001316062,-0.050482848,0.065540999,-0.105734278,0.026583881,-0.108284566
60,0.067558523,-0.056701728,-0.010817778,-0.12864597,0.041937302,-0.054666925
61,-0.010490983,-0.124759686,0.034515273,-0.166765662,0.03238416,-0.117623408
62,-0.000979471,-0.137996524,-0.022339705,-0.169534473,0.049102751,-0.145962049
63,0.057684067,-0.107160806,0.006055637,-0.139068218,0.029217784,-0.162494096
64,0.009147886,-0.104701128,0.031460859,-0.16502792,0.051429454,-0.13760313
65,0.074383224,-0.103922933,0.002772485,-0.145273547,0.000483199,-0.143199185
66,0.081378817,-0.115390329,-0.048880897,-0.154029925,0.009955012,-0.067469532
67,0.06726929,-0.10165851,0.055371054,-0.16178704,0.005636417,-0.087318273
68,0.062649853,-0.107241018,-0.056418579,-0.082685875,0.014291862,-0.060021935
69,0.017544152,-0.085518961,0.041775622,-0.127111122,0.046849433,-0.079874217
70,0.061252148,-0.09543445,-0.022225988,-0.083492308,-0.00688785,-0.081910912
71,0.04279067,-0.030417241,0.013197324,-0.115951372,0.073839474,-0.061973318
72,0.051716811,-0.018422309,-5.90E-06,-0.0507,-0.016077827,-0.060396635
